study,trial,value,best_so_far
ABC-embedded-hierarchical_p1_0_10_30,25,0.007182388014076899,0.010024876542456027
ABC-embedded-hierarchical_p1_0_10_30,26,0.004014653217043687,0.010024876542456027
ABC-embedded-hierarchical_p1_0_10_30,27,0.007436362854759427,0.010024876542456027
ABC-embedded-hierarchical_p1_0_10_30,28,0.006068824159513883,0.010024876542456027
ABC-embedded-hierarchical_p1_0_10_30,29,0.003291136519869096,0.010024876542456027
ABC-embedded-hierarchical_p1_0_10_30,30,0.007880247090467501,0.010024876542456027
ABC-embedded-hierarchical_p1_0_10_30,31,0.009582311834579665,0.010024876542456027
ABC-embedded-tied_p1_0_10_30,0,0.003994488484509224,0.003994488484509224
ABC-embedded-tied_p1_0_10_30,1,0.0017031693699869096,0.003994488484509224
ABC-embedded-tied_p1_0_10_30,2,0.009749191429060354,0.009749191429060354
ABC-embedded-tied_p1_0_10_30,3,0.0018902482786749605,0.009749191429060354
ABC-embedded-tied_p1_0_10_30,4,0.00419498599496431,0.009749191429060354
ABC-embedded-tied_p1_0_10_30,5,0.0018897552491019627,0.009749191429060354
ABC-embedded-tied_p1_0_10_30,6,0.0018878685746996833,0.009749191429060354
ABC-embedded-tied_p1_0_10_30,7,0.010230131831794905,0.010230131831794905
ABC-embedded-tied_p1_0_10_30,8,0.0023879259958271633,0.010230131831794905
ABC-embedded-tied_p1_0_10_30,9,0.007828316124448557,0.010230131831794905
ABC-embedded-tied_p1_0_10_30,10,0.0014276372776166333,0.010230131831794905
ABC-embedded-tied_p1_0_10_30,11,0.010029436147643706,0.010230131831794905
ABC-embedded-tied_p1_0_10_30,12,0.0056196149956064,0.010230131831794905
ABC-embedded-tied_p1_0_10_30,13,0.0015183577059195588,0.010230131831794905
ABC-embedded-tied_p1_0_10_30,14,0.003857282709100763,0.010230131831794905
ABC-embedded-tied_p1_0_10_30,15,0.006495612934510203,0.010230131831794905
ABC-embedded-tied_p1_0_10_30,16,0.00831354107556985,0.010230131831794905
ABC-embedded-tied_p1_0_10_30,17,0.0023799907974784594,0.010230131831794905
ABC-embedded-tied_p1_0_10_30,18,0.00415466383761935,0.010230131831794905
ABC-embedded-tied_p1_0_10_30,19,0.0037275309360081817,0.010230131831794905
ABC-embedded-tied_p1_0_10_30,20,0.0027318349310654724,0.010230131831794905
ABC-embedded-tied_p1_0_10_30,21,0.010077186595516041,0.010230131831794905
ABC-embedded-tied_p1_0_10_30,22,0.005944027326654648,0.010230131831794905
ABC-embedded-tied_p1_0_10_30,23,0.006904562231598185,0.010230131831794905
ABC-embedded-tied_p1_0_10_30,24,0.007737502886074494,0.010230131831794905
ABC-embedded-tied_p1_0_10_30,25,0.013603757528458459,0.013603757528458459
ABC-embedded-tied_p1_0_10_30,26,0.003070133539254434,0.013603757528458459
ABC-embedded-tied_p1_0_10_30,27,0.007815141653035982,0.013603757528458459
ABC-embedded-tied_p1_0_10_30,28,0.0014617611275509015,0.013603757528458459
ABC-embedded-tied_p1_0_10_30,29,0.002669568523485867,0.013603757528458459
ABC-embedded-tied_p1_0_10_30,30,0.004264601675667622,0.013603757528458459
ABC-embedded-tied_p1_0_10_30,31,0.00850262891320599,0.013603757528458459
ABC-embedded-parallel_p1_0_10_30,0,0.003705692463281516,0.003705692463281516
ABC-embedded-parallel_p1_0_10_30,1,0.00423734150456644,0.00423734150456644
ABC-embedded-parallel_p1_0_10_30,2,0.0026113272242555955,0.00423734150456644
ABC-embedded-parallel_p1_0_10_30,3,0.004426147760041736,0.004426147760041736
ABC-embedded-parallel_p1_0_10_30,4,0.0064545354872375645,0.0064545354872375645
