seed,r2_teacher_forced,nrmse_teacher_forced,teacher_forced_ok,mse_150,nrmse_150,r2_150,mse_1000,nrmse_1000,r2_1000,valid_prediction_time,valid_threshold,diverged,out_of_range_fraction,grid_clamps,model,series,n_aux,device,seconds
9,0.9983721575212222,0.04034652994716908,True,1.8565310362503822,5.580209774543276,-30.138741127908318,3.679707471015503,7.5871041724737305,-56.564149723968285,15,0.1,True,0.749,0,M0-noaux,MG_standard,0,cpu,2.536999225616455
9,0.975377328114134,0.15691613010097458,False,0.10897991766156151,1.3519874377246386,-0.8278700317652332,0.4658451150948465,2.699542521992055,-6.287529828043225,4,0.1,False,0.532,0,AB-noaux-kraus,MG_standard,0,cpu,3.966371536254883
9,0.9570098088532406,0.20734076093898993,False,0.07701451875639542,1.1365426076304326,-0.2917290989593835,3.221447459456097,7.098963219689143,-49.39527879449924,1,0.1,False,0.854,0,ABC-noaux-kraus,MG_standard,0,cpu,5.130627632141113
9,0.9994184210386089,0.02411594827891086,True,0.021296949952428267,0.5976654127993851,0.6427960543433406,0.13929731713823576,1.4761849584618427,-1.1791220315889923,43,0.1,False,0.006,0,ABC-noaux-tied,MG_standard,0,cpu,5.388907432556152
9,0.9570098088532406,0.20734076093898993,False,0.07701451875639542,1.1365426076304326,-0.2917290989593835,3.221447459456097,7.098963219689143,-49.39527879449924,1,0.1,False,0.854,0,ABC-noaux-hierarchical,MG_standard,0,cpu,4.998875856399536
9,0.8950319661232612,0.32398770636667495,False,0.1248097810024263,1.4468507346529857,-1.0933770483658845,0.13441364579527884,1.4500770537119219,-1.102723461701848,8,0.1,False,0.049,0,ABC-noaux-shuffled-history,MG_standard,0,cpu,2.9568917751312256
10,0.9969370481043445,0.05534394181530213,True,0.38075443681841015,2.5270969578267004,-5.386219034256964,1.2441751895013111,4.411742622563073,-18.46347296773971,13,0.1,True,0.667,0,M0-noaux,MG_standard,0,cpu,2.591512680053711
10,0.9782324620601054,0.14753825924110195,False,0.36278818023050396,2.4667548067033747,-5.084879276394204,0.5462016638415094,2.9231150513437165,-7.544601603392177,4,0.1,False,0.597,0,AB-noaux-kraus,MG_standard,0,cpu,3.884798526763916
10,0.9627068797670645,0.1931142672951316,False,0.04053531402308024,0.8245484686784503,0.3201198228000226,1.3799155123095925,4.646175904350462,-20.586950534166828,2,0.1,False,0.452,0,ABC-noaux-kraus,MG_standard,0,cpu,5.174063205718994
10,0.999587170424622,0.020318207976541915,True,0.016514685471183822,0.52630145657871,0.7230067768031283,0.048431569226118826,0.8704296378281111,0.24235224559042323,57,0.1,False,0.008,0,ABC-noaux-tied,MG_standard,0,cpu,5.35817289352417
10,0.9627068797670645,0.1931142672951316,False,0.04053531402308024,0.8245484686784503,0.3201198228000226,1.3799155123095925,4.646175904350462,-20.586950534166828,2,0.1,False,0.452,0,ABC-noaux-hierarchical,MG_standard,0,cpu,5.2118682861328125
10,0.8938444730589604,0.3258151729754763,False,0.09127577059459002,1.237306153033826,-0.530926516335366,0.12123128903286368,1.377135777540637,-0.896502949782455,1,0.1,False,0.041,0,ABC-noaux-shuffled-history,MG_standard,0,cpu,2.98879075050354
11,0.9982464789836253,0.041875064374574514,True,0.3317567365927224,2.358898714591099,-4.564403145699539,0.7370324945334906,3.3955702319295384,-10.529897199966019,10,0.1,True,0.551,0,M0-noaux,MG_standard,0,cpu,2.6653456687927246
11,0.9805190000378332,0.13957435280941402,False,0.42783443463894344,2.6787814734413606,-6.175870182452668,0.6477412310316784,3.1832457721686125,-9.133053646029346,13,0.1,False,0.629,0,AB-noaux-kraus,MG_standard,0,cpu,4.01889967918396
11,0.9643875374698623,0.18871264539012145,False,0.031008758310755245,0.7211765665486898,0.4799043598610433,0.17768350319473625,1.6672201627598093,-1.7796230711128453,1,0.1,False,0.22,0,ABC-noaux-kraus,MG_standard,0,cpu,5.391038179397583
11,0.9994362174379278,0.023744105838549925,True,0.06004687619740224,1.003562970059191,-0.007138634874024552,0.214226803091881,1.8306541447034623,-2.3512945975199653,29,0.1,False,0.125,0,ABC-noaux-tied,MG_standard,0,cpu,5.385868310928345
11,0.9643875374698623,0.18871264539012145,False,0.031008758310755245,0.7211765665486898,0.4799043598610433,0.17768350319473625,1.6672201627598093,-1.7796230711128453,1,0.1,False,0.22,0,ABC-noaux-hierarchical,MG_standard,0,cpu,5.406155824661255
