seed,omega,nonmarkovianity,mean_trace_distance,max_trace_distance,final_trace_distance,steps,seconds
10,0.5,6.4070085528111775e-06,0.0028882294466422397,0.8899670839309692,3.8022935910930755e-08,1000,15.30240797996521
10,0.0,0.07521068155519295,0.020637970994599932,0.8899670839309692,5.3498887098157866e-08,1000,6.617368459701538
11,1.0,6.037239062006705e-06,0.001735581398062671,0.9656134843826294,4.2288270662993455e-08,1000,13.10274338722229
11,0.5,6.021629496810732e-06,0.003358151651517448,0.965613603591919,3.5348435289961344e-08,1000,11.01619553565979
11,0.0,0.11773154147050846,0.023789171422069946,0.965613603591919,3.8544161640174934e-08,1000,4.6137375831604
12,1.0,5.748210737621662e-06,0.001626922441390631,0.896788477897644,3.70136987726255e-08,1000,11.14318060874939
12,0.5,5.81495696416745e-06,0.003149986555129314,0.8967883586883545,8.893835001799744e-09,1000,16.505025148391724
12,0.0,0.11919386697523393,0.02168931300022822,0.896788477897644,4.0223490316293464e-08,1000,5.910770654678345
13,1.0,6.1756697766757185e-06,0.001628526683047295,0.971571147441864,1.0348476742194634e-08,1000,17.47540259361267
13,0.5,6.123045883210665e-06,0.003219237524664851,0.9715710878372192,1.1546705813714198e-08,1000,11.546396255493164
13,0.0,0.0499020558400467,0.02637881672632703,0.9715709686279297,3.6602024522380816e-08,1000,5.614442348480225
14,1.0,5.37688175761275e-06,0.0015770065626386398,0.8827550411224365,2.0847702231208132e-08,1000,10.388132095336914
14,0.5,5.439939818163708e-06,0.0030957870195600355,0.8827550411224365,2.6135191788512202e-08,1000,11.792035341262817
14,0.0,0.9747392182675227,0.03345443718900786,0.8827550411224365,9.513739485100814e-08,1000,5.505966901779175
15,1.0,5.426764045246557e-06,0.0017974405090343062,0.9660471081733704,1.2272638905130862e-08,1000,12.844727516174316
15,0.5,6.028467125052117e-06,0.003649278696815437,0.9660471677780151,2.4320531366583964e-08,1000,8.054450511932373
15,0.0,0.13643946809737528,0.02595215230244703,0.9660471677780151,4.2207023653872966e-08,1000,6.692541122436523
16,1.0,5.474436223451562e-06,0.0018226048139080592,0.9420439004898071,2.5891550237133742e-08,1000,19.91720199584961
16,0.5,5.675165725804732e-06,0.0036258961294242287,0.9420439004898071,2.826800837851806e-08,1000,10.848485469818115
16,0.0,0.5060617939583949,0.031140489441829514,0.9420440196990967,5.92530895460186e-08,1000,3.8264687061309814
17,1.0,5.559892421569401e-06,0.0018699477617666175,0.9621628522872925,4.3705000507543446e-08,1000,12.011372089385986
17,0.5,5.7714952572673894e-06,0.003677650333023679,0.9621627926826477,3.9042959087964846e-08,1000,9.964484691619873
17,0.0,0.42187232372432604,0.026391677580584975,0.9621627330780029,5.7854322221828625e-08,1000,3.181658983230591
18,1.0,5.8351325395999964e-06,0.0016950989740092057,0.9402545690536499,6.21181905913204e-09,1000,14.93378496170044
