seed,omega,nonmarkovianity,mean_trace_distance,max_trace_distance,final_trace_distance,steps,seconds
79,1.0,5.3930565180326795e-06,0.001554796760294442,0.9458149671554565,4.311170442861112e-08,1000,11.997040271759033
79,0.5,5.9521508846138715e-06,0.0028398074333441134,0.9458149075508118,1.5339567838168477e-08,1000,15.099932432174683
79,0.0,3.804641707461087e-06,0.01564215701578213,0.9458149671554565,2.8873015978092553e-08,1000,5.794281721115112
80,1.0,5.89461809097358e-06,0.0015365753638658208,0.85872882604599,2.9189603623080984e-08,1000,13.042737007141113
80,0.5,6.106293402474705e-06,0.0030301399255547325,0.8587290644645691,1.4689400806844333e-08,1000,13.146205425262451
80,0.0,0.4063044481816007,0.024057411300828054,0.8734908103942871,4.5276252080839186e-08,1000,4.363684892654419
81,1.0,5.585791168494225e-06,0.001757149846054253,0.9223035573959351,3.3843260638377615e-08,1000,12.759235382080078
81,0.5,5.714035534509776e-06,0.0036081000119039504,0.9223036170005798,1.0494172641983823e-08,1000,14.511160135269165
81,0.0,1.0196632671298644,0.032854865500252316,0.9223036170005798,6.179053713140092e-08,1000,5.026122808456421
82,1.0,5.987996567036191e-06,0.0014579061437615289,0.8885774612426758,1.6633979527114207e-08,1000,13.934664487838745
82,0.5,5.78917335603002e-06,0.0027136282384503255,0.8885774612426758,3.47879556272801e-08,1000,8.842221975326538
82,0.0,0.06266192092092737,0.022496506000783737,0.8885773420333862,3.9714169730586946e-08,1000,4.883409738540649
83,1.0,5.59906117780784e-06,0.0016658089234864255,0.8577948212623596,1.638260016534332e-08,1000,13.11382532119751
83,0.5,5.401243287739277e-06,0.0035549533798871526,0.8577948808670044,3.533561709900823e-08,1000,11.327691555023193
83,0.0,0.3741607418316235,0.026050588929009848,0.9294201135635376,4.476707360367982e-08,1000,4.760735034942627
84,1.0,5.653955986284487e-06,0.001614996316314766,0.9260597229003906,4.8674600350295805e-08,1000,15.343616962432861
84,0.5,6.025199729808861e-06,0.0032089189849736992,0.926059901714325,2.459685610745055e-08,1000,7.763868808746338
84,0.0,0.1574994734520665,0.027779351626536275,0.9260598421096802,4.432404310250604e-08,1000,3.824817180633545
85,1.0,5.87672595653288e-06,0.0015702434177757953,0.8777945041656494,3.026615758017215e-08,1000,10.662649869918823
85,0.5,5.647939052888518e-06,0.00305005177392061,0.8777943849563599,4.009942955462975e-08,1000,16.21746850013733
85,0.0,0.715564674037914,0.029587981641424323,0.8777945041656494,5.225791710472549e-08,1000,5.798935651779175
86,1.0,5.931772709466543e-06,0.0018438269130056431,0.9508983492851257,2.6680101683496105e-08,1000,8.904322624206543
86,0.5,5.8816036596631704e-06,0.0037764093783467802,0.9508984088897705,6.554641629463731e-08,1000,15.357528924942017
86,0.0,0.8471476107622493,0.035591063084714464,0.9508984088897705,5.490058541113285e-08,1000,3.2704763412475586
87,1.0,5.386988332523046e-06,0.0018323536813824556,0.9368385672569275,3.009483151572567e-08,1000,8.640820503234863
87,0.5,5.56764282055866e-06,0.003630937281100036,0.9368387460708618,5.4946717398252076e-08,1000,13.692307949066162
87,0.0,1.457651945687367,0.03214967893664529,0.9368385672569275,5.339982322993819e-08,1000,7.834581136703491
88,1.0,5.224743530929388e-06,0.0016011956632779397,0.8873913288116455,1.9604200929279614e-08,1000,10.57607913017273
88,0.5,5.570883707672891e-06,0.003242520688372116,0.8873914480209351,1.0307227071848502e-08,1000,10.842248439788818
88,0.0,0.724896227947994,0.027334340670780655,0.9112194776535034,6.43073292394547e-08,1000,4.797423601150513
89,1.0,6.043270265543299e-06,0.00163716873118436,0.9218379259109497,1.5991027169093286e-08,1000,13.86413049697876
89,0.5,6.167239317900197e-06,0.0032436805248302384,0.9218379259109497,3.634965750620722e-08,1000,10.351687908172607
89,0.0,0.2667962830556476,0.02693288958572402,0.9218379259109497,6.524236084715085e-08,1000,7.924027442932129
90,1.0,5.805917253631776e-06,0.001787563265414005,0.9334561824798584,1.5192137325925614e-08,1000,9.809361219406128
90,0.5,6.152697671790719e-06,0.003282649629675073,0.9334561228752136,6.185148748727443e-08,1000,11.401551485061646
90,0.0,1.0451763315316107,0.031365206890034726,0.9334560632705688,7.353593645120782e-08,1000,7.062133312225342
91,1.0,6.0806723320983025e-06,0.001598015477256385,0.9281249046325684,1.0849773524057582e-08,1000,15.126399755477905
91,0.5,6.065951017486526e-06,0.0029990965066355713,0.9281249046325684,1.290108642137966e-08,1000,10.899450302124023
91,0.0,0.17877654355343964,0.026668613869846335,0.9281249046325684,4.857957236481525e-08,1000,5.199833631515503
92,1.0,6.110642862600102e-06,0.0017041720781945447,0.9359680414199829,5.21540641784668e-08,1000,12.541445016860962
92,0.5,5.832308863640279e-06,0.003427880978346763,0.9359680414199829,3.3325811443774e-08,1000,9.464965343475342
92,0.0,0.05138893618853757,0.022106655295349588,0.9359679222106934,7.646335831168471e-08,1000,6.244286775588989
93,1.0,5.951177144192243e-06,0.0018008686395748767,0.9702123403549194,1.4885502608308343e-08,1000,14.900824546813965
93,0.5,5.946193708084024e-06,0.0036308177701373035,0.9702122807502747,1.518115766430128e-08,1000,7.234214544296265
93,0.0,0.5404812797718854,0.036211347200972736,0.9702122211456299,7.471200547115586e-08,1000,4.9653990268707275
94,1.0,5.754590919782032e-06,0.0016001752100497932,0.8833130598068237,2.7142112557498876e-08,1000,13.235812902450562
94,0.5,5.534421204433926e-06,0.003314141625880138,0.8833129405975342,1.460241794148942e-08,1000,8.923563957214355
94,0.0,0.18980645182038813,0.024018074575155927,0.9176115989685059,5.04808639334442e-08,1000,7.232924938201904
95,1.0,5.297069216592121e-06,0.0019836934825145057,0.981998085975647,1.3090933670412142e-08,1000,12.921139240264893
95,0.5,5.780021040457939e-06,0.004136877304376975,0.9819982051849365,3.2483576717368123e-08,1000,11.657150268554688
95,0.0,1.3952955750931189,0.041488921916512767,0.9819981455802917,6.449602096836315e-08,1000,4.649996280670166
96,1.0,5.8872553412303574e-06,0.001699855938829888,0.9121692180633545,1.0992055266001444e-08,1000,11.540724754333496
96,0.5,6.073550770757663e-06,0.003250143717540721,0.912169337272644,2.844415547542667e-08,1000,21.78479313850403
96,0.0,2.0814711852009538,0.04824053419801788,0.9121692180633545,2.1119741688835347e-07,1000,8.101979494094849
97,1.0,5.823484651834576e-06,0.0017503014912640259,0.9457536339759827,2.1567290175994458e-08,1000,18.135760068893433
97,0.5,5.936951154694725e-06,0.0037057932169652346,0.9457536339759827,7.084166497861588e-08,1000,10.396368741989136
97,0.0,0.9038756416372102,0.03863551864713149,0.9457537531852722,6.11599872968327e-08,1000,7.1172380447387695
98,1.0,5.57588509519924e-06,0.001675321583341405,0.9530275464057922,3.1683669021731475e-08,1000,16.668318510055542
98,0.5,6.983153807205156e-06,0.003208316013040771,0.9530275464057922,2.238786400710069e-08,1000,11.723191261291504
98,0.0,0.0375059542378402,0.020649052818428177,0.9530274868011475,4.892498139952295e-08,1000,5.747939586639404
99,1.0,5.6357380506799615e-06,0.0019412711507604625,0.9765421152114868,1.664161075609627e-08,1000,15.342267274856567
99,0.5,5.712874505015009e-06,0.003968273591267454,0.9765419960021973,1.984705377822138e-08,1000,16.943040370941162
99,0.0,2.0217548572486095,0.04977272232042823,0.9765422344207764,1.174936983261432e-07,1000,7.850691080093384
