architecture,task,trial,value,state,omega_b,omega_c,eta_ab,eta_bc,omega,eta,eta_ac
ABC-embedded-hierarchical,p1_0_10_30,17,0.0025905492971307355,TrialState.COMPLETE,0.9714157191295352,0.30661881111716244,0.8298010510283986,0.766303004254423,,,
ABC-embedded-hierarchical,p1_0_10_30,18,0.004010533845095298,TrialState.COMPLETE,0.2159584626516064,0.5628699644210564,1.2407256993643463,0.9981836882736295,,,
ABC-embedded-hierarchical,p1_0_10_30,19,0.010024876542456027,TrialState.COMPLETE,0.39018197572576196,0.7613592305412217,0.5056949403574857,0.48132273683257165,,,
ABC-embedded-hierarchical,p1_0_10_30,20,0.006842706263667654,TrialState.COMPLETE,0.3794317620093991,0.765746744991435,0.37440725327836727,0.22479939732583437,,,
ABC-embedded-hierarchical,p1_0_10_30,21,0.0074696327248448486,TrialState.COMPLETE,0.4063579403460795,0.8032226235607411,0.43835579650453776,0.20955978642948292,,,
ABC-embedded-hierarchical,p1_0_10_30,22,0.009043584805705836,TrialState.COMPLETE,0.4915146634810605,0.8491826683562151,0.500884552027249,0.41944238916151705,,,
ABC-embedded-hierarchical,p1_0_10_30,23,0.005090352186423843,TrialState.COMPLETE,0.5227309120258707,0.8708293793123871,0.19134537015100417,0.41648850919024166,,,
ABC-embedded-hierarchical,p1_0_10_30,24,0.008431241216420847,TrialState.COMPLETE,0.3096859460566017,0.6732717907646601,0.5323996060584575,0.670457836157955,,,
ABC-embedded-hierarchical,p1_0_10_30,25,0.007182388014076899,TrialState.COMPLETE,0.15911413046994075,0.8708473453705146,0.27696211583519004,0.43490890348801714,,,
ABC-embedded-hierarchical,p1_0_10_30,26,0.004014653217043687,TrialState.COMPLETE,0.4482992869354947,0.6985077075972029,0.8286844261629253,0.6448441411472479,,,
ABC-embedded-hierarchical,p1_0_10_30,27,0.007436362854759427,TrialState.COMPLETE,0.327490587642821,0.5376093038044991,0.5681267722757157,0.8682593069817162,,,
ABC-embedded-hierarchical,p1_0_10_30,28,0.006068824159513883,TrialState.COMPLETE,0.5280349443109152,0.8676873736626571,0.8078234821673342,0.05128538692965312,,,
ABC-embedded-hierarchical,p1_0_10_30,29,0.003291136519869096,TrialState.COMPLETE,0.24475053394288476,0.9748141594145654,0.2275041537469678,0.2969466825020374,,,
ABC-embedded-hierarchical,p1_0_10_30,30,0.007880247090467501,TrialState.COMPLETE,0.39748070427132315,0.6318636734185545,0.4735024152386928,0.4467239672538856,,,
ABC-embedded-hierarchical,p1_0_10_30,31,0.009582311834579665,TrialState.COMPLETE,0.31722375697777794,0.6810785727871379,0.5693622780795577,0.6840908082990288,,,
ABC-embedded-tied,p1_0_10_30,0,0.003994488484509224,TrialState.COMPLETE,,,,,0.3745401188473625,1.4483071096990625,
ABC-embedded-tied,p1_0_10_30,1,0.0017031693699869096,TrialState.COMPLETE,,,,,0.7319939418114051,0.9305046995616021,
ABC-embedded-tied,p1_0_10_30,2,0.009749191429060354,TrialState.COMPLETE,,,,,0.15601864044243652,0.2794361675106186,
ABC-embedded-tied,p1_0_10_30,3,0.0018902482786749605,TrialState.COMPLETE,,,,,0.05808361216819946,1.3239686935631354,
ABC-embedded-tied,p1_0_10_30,4,0.00419498599496431,TrialState.COMPLETE,,,,,0.6011150117432088,1.0914305465266174,
ABC-embedded-tied,p1_0_10_30,5,0.0018897552491019627,TrialState.COMPLETE,,,,,0.020584494295802447,1.4765398478820424,
ABC-embedded-tied,p1_0_10_30,6,0.0018878685746996833,TrialState.COMPLETE,,,,,0.8324426408004217,0.36230758402050356,
ABC-embedded-tied,p1_0_10_30,7,0.010230131831794905,TrialState.COMPLETE,,,,,0.18182496720710062,0.31975067941004887,
ABC-embedded-tied,p1_0_10_30,8,0.0023879259958271633,TrialState.COMPLETE,,,,,0.3042422429595377,0.8218098321066927,
ABC-embedded-tied,p1_0_10_30,9,0.007828316124448557,TrialState.COMPLETE,,,,,0.43194501864211576,0.478338749658916,
ABC-embedded-tied,p1_0_10_30,10,0.0014276372776166333,TrialState.COMPLETE,,,,,0.9515480949024832,0.058820634662532845,
ABC-embedded-tied,p1_0_10_30,11,0.010029436147643706,TrialState.COMPLETE,,,,,0.18937223240644624,0.34608834690070656,
ABC-embedded-tied,p1_0_10_30,12,0.0056196149956064,TrialState.COMPLETE,,,,,0.25215216229435305,0.6112309496872506,
ABC-embedded-tied,p1_0_10_30,13,0.0015183577059195588,TrialState.COMPLETE,,,,,0.46800441921845287,0.06660585490731463,
ABC-embedded-tied,p1_0_10_30,14,0.003857282709100763,TrialState.COMPLETE,,,,,0.1832682738765668,0.6083205268582204,
ABC-embedded-tied,p1_0_10_30,15,0.006495612934510203,TrialState.COMPLETE,,,,,0.17028488967556443,0.25760941591830033,
ABC-embedded-tied,p1_0_10_30,16,0.00831354107556985,TrialState.COMPLETE,,,,,0.5740885440169243,0.5423826796334927,
ABC-embedded-tied,p1_0_10_30,17,0.0023799907974784594,TrialState.COMPLETE,,,,,0.3056092866425612,0.821690459951643,
ABC-embedded-tied,p1_0_10_30,18,0.00415466383761935,TrialState.COMPLETE,,,,,0.07314316040919033,0.1960700379230462,
ABC-embedded-tied,p1_0_10_30,19,0.0037275309360081817,TrialState.COMPLETE,,,,,0.5390744321195271,0.36888389693773943,
ABC-embedded-tied,p1_0_10_30,20,0.0027318349310654724,TrialState.COMPLETE,,,,,0.2291923485910211,0.703069555789996,
ABC-embedded-tied,p1_0_10_30,21,0.010077186595516041,TrialState.COMPLETE,,,,,0.11965857891574219,0.3921067593147345,
