classification,reason,timestamp
"melhor media noaux, sem robustez estatistica completa",Melhor media: ABC-noaux-hierarchical (0.8392) sobre 20 seeds; significancia Holm avaliada em paired_statistics.csv.,2026-07-04T19:15:06.727827
